RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0598,90,2016,11,10,0931,5,30,D,48.3206,-9.1585,48.3452,-9.1231,25E0,180,V,U0598,1,1,R,3.5000,-9,,3779,,26,,4.5000,1300,,23.0,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0599,91,2016,11,10,1140,5,30,D,48.3257,-8.8238,48.3314,-8.7752,25E1,182,V,U0599,1,1,R,3.2000,-9,,3647,,26,,4.5000,1300,,23.4,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0600,92,2016,11,10,1536,4,30,D,48.7617,-8.5878,48.7845,-8.5529,26E1,150,V,U0600,1,1,R,3.5000,-9,,3606,,26,,4.5000,1300,98.2,21.4,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0601,93,2016,11,11,0735,4,30,D,49.1199,-8.7528,49.1457,-8.7215,27E1,144,V,U0601,1,1,R,3.4000,-9,,3656,,26,,4.5000,1300,97.8,21.7,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,W0618,85,2018,11,10,1543,4,30,D,48.4032,-9.3542,48.3886,-9.3938,25E0,141,V,W0618,1,1,C,3.4000,-9,,3346,490,26,,4.5000,1300,102.0,20.9,145,0.7000,250,232,3.5000,4.8000,,,,,222,22,,,13.9,,35.50,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,W0619,86,2018,11,11,0752,7,30,D,48.3133,-9.6545,48.2873,-9.6742,25E0,426,V,W0619,1,1,C,2.6000,-9,,3240,1203,26,,4.5000,1300,123.1,24.4,145,0.7000,250,206,3.4000,4.6000,,,,,242,27,,,13.6,,35.48,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,W0620,87,2018,11,11,1023,6,20,D,48.4785,-9.5412,48.4932,-9.5188,25E0,201,V,W0620,1,1,C,3.1000,-9,,2319,580,26,,4.5000,1300,97.6,20.5,145,0.7000,250,40,3.7000,4.9000,,,,,225,16,,,13.9,,35.50,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,W0621,88,2018,11,11,1309,5,30,D,48.6767,-9.2918,48.6677,-9.3352,26E0,167,V,W0621,1,1,C,3.3000,-9,,3343,479,26,,4.5000,1300,106.3,22.0,145,0.7000,250,246,3.6000,3.8000,,,,,228,28,,,13.6,,35.49,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,W0622,89,2018,11,11,1548,5,30,D,48.7838,-9.6504,48.8037,-9.6874,26E0,176,V,W0622,1,1,C,3.3000,-9,,3528,521,26,,4.5000,1300,102.8,21.4,145,0.7000,250,286,3.7000,4.3000,,,,,228,25,,,13.4,,35.46,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,W0623,90,2018,11,12,0759,5,30,D,48.9849,-10.8144,48.9591,-10.8398,26D9,166,V,W0623,1,1,C,0.0000,-9,,3420,499,26,,4.5000,1300,108.4,21.9,145,0.7000,250,227,3.6000,4.3000,,,,,247,28,,,13.3,,35.48,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0613,105,2016,11,14,0734,4,30,D,49.1663,-7.0902,49.1396,-7.1276,27E2,127,V,U0613,1,1,R,3.6000,-9,,4020,,26,,4.5000,1300,99.7,22.8,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0614,106,2016,11,14,0927,4,30,D,49.0864,-7.3938,49.0612,-7.4338,27E2,133,V,U0614,1,1,R,4.0000,-9,,4036,,26,,4.5000,1300,98.0,21.1,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0615,107,2016,11,14,1143,4,31,D,48.9300,-7.3198,48.8988,-7.3163,26E2,140,V,U0615,1,1,R,3.8000,-9,,3471,,26,,4.5000,1300,96.1,19.9,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0616,108,2016,11,14,1508,4,31,D,48.9860,-6.8485,48.9631,-6.8769,26E3,135,V,U0616,1,1,R,3.6000,-9,,3283,,26,,4.5000,1300,96.9,21.9,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0617,109,2016,11,15,0731,4,25,D,48.4594,-7.4229,48.4350,-7.4522,25E2,134,V,U0617,1,1,R,3.5000,-9,,3459,,26,,4.5000,1300,98.3,21.5,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0618,110,2016,11,15,1005,4,30,D,48.3784,-6.9926,48.3700,-6.9477,25E3,137,V,U0618,1,1,R,3.7000,-9,,3446,,26,,4.5000,1300,91.2,19.1,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0619,111,2016,11,15,1212,4,26,D,48.3737,-6.6254,48.3726,-6.5838,25E3,138,V,U0619,1,1,R,3.5000,-9,,3074,,26,,4.5000,1300,95.2,19.3,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0620,112,2016,11,15,1431,4,31,D,48.2201,-6.6362,48.2188,-6.5826,25E3,100,V,U0620,1,1,R,3.4000,-9,,3964,,26,,4.5000,1300,95.7,21.6,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,50,D,-9,U0621,113,2016,11,16,0732,3,31,D,47.8195,-4.7460,47.8279,-4.7928,24E5,84,V,U0621,1,1,R,3.7000,-9,,3617,,26,,4.5000,1300,74.2,20.8,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0622,114,2016,11,18,0735,4,31,D,48.4113,-6.5333,48.4286,-6.4939,25E3,119,V,U0622,1,1,R,3.6000,-9,,3500,,26,,4.5000,1300,97.8,22.2,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0623,115,2016,11,18,1116,4,30,D,48.6890,-6.6469,48.7148,-6.6331,26E3,142,V,U0623,1,1,R,3.5000,-9,,3052,,26,,4.5000,1300,95.8,23.8,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
